Step,Upstream Flow,Downstream Flow,Bottleneck Occupancy,Downstream Occupancy,Queue Length,TTS
339,0,2,0.0,26.134490546623585,4,129462.11200000008
340,2,3,10.709605232968755,28.712963613446618,4,129836.94000000006
341,3,4,9.821159737285257,23.535851660485225,4,129835.94000000006
342,4,4,12.066900959764837,17.65188874536392,4,128743.24000000006
343,5,5,16.818250541628288,16.806795163060617,3,130429.11600000005
344,7,7,15.840703514588956,14.92451473785176,3,128814.00000000001
345,9,8,16.242600615023505,20.139222704904654,3,131839.91
346,9,8,17.769550052954663,17.621819866791572,4,132115.21000000002
347,12,10,16.764826339927197,18.27544096050478,4,131096.497
348,13,10,17.443893726359505,16.871452460594202,4,134998.27
349,15,12,19.00455577247726,17.66423025896691,4,135544.005
350,17,12,18.05638342704287,18.598003111125177,4,138360.55599999998
351,18,13,17.96383817621767,18.126378736278436,4,138455.554
352,21,14,18.30069616268832,16.85730686613981,4,136076.252
353,22,15,19.73994325514506,18.483382507746963,5,136728.99300000002
354,24,16,18.732335749252904,18.802066710547532,5,138593.74000000002
355,27,17,18.94300378273382,18.406845085765852,5,135811.544
356,29,19,20.09537577313607,18.978063142852907,5,136345.74399999995
357,30,20,19.597929390227282,20.0233800037074,4,138535.11299999998
358,31,21,19.783966819591967,19.427819103224333,4,135637.713
359,3,1,20.29663601864371,4.861589287018357,4,142213.808
360,4,1,21.396463430172474,5.117752621430327,5,141389.66199999998
361,6,2,21.64824848982505,5.303636078541432,4,140654.112
362,9,3,26.760415517652092,9.812457108335574,4,140069.94999999995
363,10,3,22.950185353517725,9.383912981241641,4,138405.69599999997
364,11,5,24.326673275379797,16.11037159272573,4,140433.278
365,14,6,24.165826113973917,16.25556207987226,4,141353.615
366,16,9,24.18195556622109,15.297266200158552,4,141130.223
367,17,9,22.149498109881606,19.37607245912916,4,140739.21300000002
368,19,10,22.497514573666848,17.72318235736596,5,141849.46
369,21,11,24.99774052151532,17.310645600171753,5,141634.26
370,23,11,26.347927525785643,17.365275692828025,5,142713.97500000003
371,24,12,24.321163869955978,18.05862930083453,5,140232.538
372,25,13,24.536694355426548,17.72258906099764,5,140448.42
373,26,14,26.024343702508855,17.20822700994063,5,141255.296
374,28,16,25.12142984797947,19.899194809378667,5,143738.167
375,30,16,24.6182926058153,19.483260196773244,6,140353.662
376,33,18,23.522919716710316,19.787617877227813,6,136743.76
377,35,19,24.275281446903527,20.831815684899684,6,137608.508
378,36,20,24.558477737928825,20.599412988600534,6,137974.508
379,2,2,5.567014882802823,33.04559521109051,6,134989.09100000001
380,4,3,19.18360309560967,30.630860239427687,6,133116.52000000002
381,6,3,18.063256013586226,20.869111624397696,6,131896.32900000003
382,7,3,23.03646899918519,15.651833718298272,5,130900.12000000002
383,10,4,23.42917519934815,15.21734503165817,5,134208.084
384,13,5,22.37805964167473,14.107939590927444,5,137448.9
385,14,7,23.250339233033756,18.471611406021438,6,137813.76
386,16,8,22.437278627188384,17.60470046633647,6,144453.18
387,18,9,25.034200881637187,18.667596704882413,6,144337.116
388,20,9,24.51994537084616,17.885819376621157,6,144524.116
389,22,11,23.733673097316135,18.762330066284573,6,144058.47
390,23,12,23.03152011456054,19.44470603251713,6,144052.47
391,25,13,25.375938998483825,18.190428749561068,7,143553.89500000002
392,27,14,24.11209495521161,18.7448040645957,7,140430.54
393,30,14,22.508724630205283,17.58974746304413,7,143926.74500000002
394,31,16,24.324228760610733,17.870906978108536,7,139599.988
395,33,17,23.09584774872106,18.4555628447833,7,137077.304
396,35,18,22.461522545984593,18.195330132215513,8,140304.74000000002
397,38,20,23.956619553764597,18.878641317503938,8,136737.78299999997
398,39,21,24.238147168334905,18.741917043585186,8,134678.452
399,3,1,25.0,13.863036655226324,8,136308.55
400,6,2,37.92335169623229,18.22290684012084,7,132472.97600000002
401,6,4,15.798035895106466,21.758565954831337,7,136767.91000000006
402,9,5,12.370830951456213,19.30470232196484,7,134287.4320000001
403,11,7,18.55924478319764,20.263163895766258,7,134287.4320000001
404,13,7,24.504521783955607,19.289673967100878,8,131868.33600000007
405,14,8,21.00387581481909,18.827745447511763,8,131868.33600000007
406,17,9,21.73148300069041,18.391589375687307,8,130298.73700000008
407,19,11,26.934534301842127,17.948487995096443,7,127540.98000000008
408,22,12,26.188520950948515,20.198924462026753,7,131205.98400000008
409,25,12,24.231478044681733,18.3626586018425,7,129906.05300000007
410,27,15,26.1081106821288,20.65099155229038,7,127833.70000000007
411,29,15,27.744922907678834,20.131712285374977,7,125856.33200000007
412,30,17,27.756359496170546,20.181535654624227,7,124905.80399999999
413,33,17,29.90559742607881,19.650936346022895,7,123991.68599999999
414,35,17,28.629445826595745,18.422752824396465,8,131542.29299999998
415,37,18,26.945360777972468,18.044859463191077,8,132589.82
416,38,18,27.040968048317872,17.042367270791573,8,132958.82
417,41,20,26.602137740306226,17.567941199494623,8,134328.954
418,43,20,27.333945717220303,17.11376399544785,8,134237.38400000002
419,2,1,5.868601761800107,12.265677781241871,8,132128.996
420,2,1,13.789484475690728,6.132838890620936,9,136330.64500000002
421,5,3,11.188782272932468,16.639351127430597,9,134947.624
422,8,4,14.19669291054717,14.692171416232705,9,132562.45500000002
423,8,6,18.407295391984633,19.044029239446445,9,132938.52800000002
424,10,6,15.339412826653861,18.28288828684808,9,132129.48000000004
425,13,8,13.475053176861099,20.70226642713351,9,131753.01600000003
426,14,9,18.414412249596346,19.45115523499273,9,130472.77800000002
427,16,11,18.376068242459255,21.40655968301867,10,131759.77500000002
428,17,12,17.96814612836286,21.273077009191752,10,133055.47200000004
429,19,13,17.79427375911873,21.72054959576764,10,131317.51500000004
430,20,13,17.318138175960485,21.58242702626012,10,129751.464
431,21,15,19.245227647431854,23.0492887653369,9,132632.39200000002
432,23,15,17.87056852975815,21.739746214133163,10,129640.14399999999
433,24,17,18.41248096773029,22.39779209401023,10,129640.14399999999
434,27,18,19.095152456866593,22.892142414451538,10,126159.12399999997
435,28,20,19.578379360878692,22.570756841568095,10,129529.92799999997
436,30,21,19.93979257716505,22.652552104166176,9,126021.16800000002
437,32,22,18.958173305377922,23.302812022384604,9,126204.16800000002
438,33,22,18.951370727203383,22.137671421265377,9,126119.53000000006
439,2,2,11.96967647819207,39.833293896894396,9,125265.86800000005
440,3,2,11.715440194365101,20.616866435783738,9,123551.05700000002
441,5,4,11.131474264134528,20.501151636203634,9,123732.05700000002
442,7,5,17.903542744358347,24.673463326198448,9,120997.80000000003
443,8,5,18.454203934809073,19.73877066095876,10,125003.06000000003
444,10,8,15.862087402254113,25.197626114030594,9,125659.53400000009
445,12,8,20.802575737182643,21.59796524059765,9,129622.09600000006
