Step,Upstream Flow,Downstream Flow,Bottleneck Occupancy,Downstream Occupancy,Queue Length,TTS,Metering Rate,Green Time,Red Time
6940,360.0,360.0,15.064839093088267,22.417077649879502,12,0.0,1700,15,2
6960,540.0,0.0,32.208781164558786,0.0,13,0.0,1700,15,2
6980,720.0,540.0,13.980810674047461,29.323998123390993,15,0.0,1700,15,2
7000,360.0,540.0,26.021006224766552,26.311701246352943,13,0.0,1700,15,2
7020,720.0,180.0,6.313907918297446,3.9968283625663994,16,0.0,1700,15,2
7040,900.0,360.0,22.23359043931623,16.693773394308664,16,0.0,1700,15,2
7060,720.0,360.0,10.093426706566788,10.563905457881143,16,0.0,1700,15,2
7080,360.0,360.0,7.317522469838877,20.29281094811874,15,0.0,1700,15,2
7100,720.0,180.0,53.74048155689479,7.255062152368434,13,0.0,1700,15,2
7120,720.0,360.0,15.520022432440328,11.878541945664741,12,0.0,1700,15,2
7140,360.0,540.0,50.77580970746567,18.52093883659715,14,0.0,1700,15,2
7160,720.0,180.0,29.35904332014161,9.76654729626413,14,0.0,1700,15,2
7180,360.0,540.0,16.66645140833225,35.51729036606351,11,0.0,1700,15,2
